address,lat,long
Mohni Road,59.678437599999995,25.799667336678834
Sarai Rohilla,28.66100315,77.20151396783757
Subhadra Colony,17.3283254,78.5995869
Babina,48.4338735,19.076514319695086
Pusa Road,28.642983,77.180971
Anandpur,22.49788755,85.14670651935234
Tanzania,-6.5247123,35.7878438
Ethiopia,10.2116702,38.6521203
Saudi Arabia,25.6242618,42.3528328
Neeti Bagh,28.5592511,77.2161665
France,46.603354,1.8883335
Chak 50,42.8432389,74.57654414252696
Goghera Branch,NA,NA
Samundri Tehsil,NA,NA
Guwahati,26.1805978,91.753943
Hoti Mardan,34.2089045,72.040358
Oothay,NA,NA
West Pakistan,24.798732700000002,67.07885461282797
RK Puram,17.3679481,78.5487763
Muzaffarnagar,29.44800635,77.74068502568672
Majan,41.4690623,-2.3030166
Shahalmi Gate,NA,NA
Mussoorie Rishikesh,NA,NA
Shaktigarh,22.4914569,88.3678116
Chunian,30.9631954,73.9807183
Gakhar,32.6094991,74.4953274
Junagadh Dharamshala,NA,NA
Mohala Batrawala,NA,NA
Maghiana,NA,NA
Ranjha,28.0991463,81.6549742
Ambala City,30.3780749,76.7646449
Ambala Cantt,30.3663493,76.82004830848476
North East Delhi,28.72330795,77.26685650778668
Bhutta Nau,NA,NA
Beas,37.4254522,-6.7916123
Mubarakpur,26.0875514,83.2905851
Sultanpur,26.242510850000002,82.29616931685918
Ajmal Khan Park,28.653484300000002,77.19703040319479
South Africa,-28.579397200000002,24.086794125366062
Kajla,29.2388806,75.6130555
Kharagpur,25.133173050000003,86.52504036339789
Gurudwara Road,28.5607143,77.2408993
Lexington MA,38.0464066,-84.4970393
Sarkal Kassar,NA,NA
Chakwal District,32.9273683,72.807767
Nicholson Road,31.571105,74.3327452
Nowshera,33.18697365,74.20414434515828
Risalpur Camp,34.07674025,71.97807646263212
Clifton,40.8584328,-74.1637553
Malir,24.8959185,67.1969187
Preddy Street,-26.2045917,28.1585182
Cumbala Hills,NA,NA
North Africa,11.5024338,17.7578122
Akalgarh,30.7591702,75.6441168
Wagah-Attari,31.60573395,74.57681395056866
Canal Colony,32.1164674,71.4558196
Defence Colony,34.0112501,71.5364524
Azimabad,38.498,46.3019
Chimiya Wali Gali,NA,NA
Vrindavan,27.5753726,77.6938045
Mitha Tiwana,32.2415186,72.1090666
Khushab District,32.3046929,72.2845302
Green Park,51.5066192,-0.1429113
Lahore Railway Stationary Market,31.5374613,74.4114637
Rajpura,30.4776857,76.5937658
Nai Sarak,25.3130035,83.0041685
Shahjahanabad,28.6576937,77.22893
Dhaula Kuan,28.5918905,77.1617034
Vehari District,24.696112,69.607532
Gaya,24.7964355,85.0079563
Jalna,19.9182328,75.8686246900443
Gurudwara,30.7526211,78.4783478
Harbanspura,30.7513998,76.1394742
Dinga,46.4951336,27.7345978
Wazirabad,30.6191156,76.3291454
Dhanbad,23.7952809,86.4309638
Chatterjee Road,31.5743081,74.3087122
Minerva Hotel,43.4706911,11.8649362
Fatehpuri,30.9451225,77.8498943
Kartarpur,31.4397157,75.4989077
Dado,9.35,6.866667
Sevan,40.5485209,44.957243
Nankana,29.9796541,80.2248693
Barmer,25.5819034,71.61966242777196
Gadra,-18.8412923,45.0061153
Ajmeri Gate,28.646303250000003,77.2240620387044
Faisalabad District,31.25,73
Jhang-Maghiana Mandi,NA,NA
Bandook Waali Gali,NA,NA
Mission Road,40.1741086,-74.6996099
Dabri,21.0646479,74.6371799
Patel Nagar,20.6062032,79.8612361
Ram Mohalla,32.2232576,76.3258195
Chawri Bazaar,28.6492649,77.2265153
Malkaganj,28.67619595,77.21075171598207
Farooka,31.8245969,72.536652900000007
Gedawala Village,NA,NA
Jhangi Punjabi,NA,NA
Dolu Jappa,NA,NA
Pind,55.6489844,12.2042653
Phularwan,32.6043089,74.0460637
River Attock,33.7695323,72.3610911
Kala Bagh,33.224585,71.509336
Gurdwara Panja Sahib,NA,NA
St. Anthony,51.372929850000006,-55.6078909090876
Shelley,52.0071487,0.9577423
Ranbir,32.57523105,74.7338512
Britain,54.7023545,-3.2765753
South,36.638392,127.6961188
Princely States,30.404724,-81.726244
Hiroshima,34.3916058,132.4518156
Europe,51,10
Great Britain,54.31536155,-1.9180234948012402
Alipur,28.7959955,77.1360706
Muzaffargarh District,30.0791408,71.1894983
Muzaffargarh,30.0778083,71.1888419
Hauz Khas,28.5498053,77.20777007694593
Malaysia,4.5693754,102.2656823
Sindhu,30.8825756,70.8719223
Thaun Maleyo Ceyo Colony,NA,NA
Bir Bulani Gitti,NA,NA
Nawabganj,26.92228995,81.207643234204
Azad Market,23.2598314,77.4023107
Tis Hazari,28.6671626,77.2166306
Madangir,28.5247893,77.2327927
India Gate,28.612925150000002,77.22954465819639
Old Town,50.0842845,14.4178391
New Anarkali,59.9194028,10.759572
Dhaka,23.810651,90.4126466
Kasur Tehsil,20.0898902,75.4346602
Kohat District,33.333333,71.166667
Parzan,42.6605185,0.2080408
Village Terii,-10.019957600000001,-138.80095748086222
Gwalior,26.2037247,78.1573628
Gadgha,NA,NA
Court Road,50.6789022,-1.5324328
Kandahar,31.6205738,65.7157573
Birla Mandir,22.5305015,88.36492539257875
Italy,42.6384261,12.674297
Jind,29.301826249999998,76.33847076788838
Valtoa,NA,NA
Baghdad,33.3024309,44.3787992
Kahror Pakka,29.6241693,71.9168037
Lodhran District,29.4928271,71.6284657576144
Goswami,26.5162001,93.9755729
Kuwait,29.2733964,47.4979476
Ramnagar,29.42483385,79.09663522858392
Civil Lines,28.6768508,77.2250299
Pindigheb Tehsil,NA,NA
Miani,37.4284538,47.7057976
Gota Salhaj,NA,NA
Narowal,32.1009752,74.872238
Naiwala,29.8809973,76.1118865
Gandhi Nagar,15.8911591,79.7440685
Bahawalpur District,28.833333,71.666667
Khairabad Kund,NA,NA
Washington,38.8950368,-77.0365427
Nandgram,NA,NA
Kalyal,33.3430028,73.2637196
Delh,45.4335833,3.4161596
Mohyal Colony,NA,NA
Gojra Mandi,31.1475649,72.68300456814845
Amritsar Station,31.6343083,74.8736788
Samma Sata,NA,NA
Hapur,28.740612499999997,77.83542556519009
Menomonie,44.8755183,-91.9193422
Wisconsin,44.4308975,-89.6884637
Hayward,37.6688205,-122.080796
Rewari,28.1956468,76.6165179
Chhota Bazaar,NA,NA
Navgaon,NA,NA
Hirapur,25.0975112,76.6896772
Bannu District,32.75,70.75
Lok Nayak,28.663165,77.0114594
Indiana,40.3270127,-86.1746933
Jhelum River,33.2481065,73.6108909
Muharram,-6.2979165,120.4792966372193
Moga,30.7839866,75.16057422541162
Bay Area,37.7884969,-122.3558473
Mandalay,21.9812746,96.082375
Bhawalpur District,NA,NA
Nicolson Road,52.9908154,-1.980818
Manohar Gali,NA,NA
Kishan Ganj Station,25.3895897,76.2712526
Kishan Ganj Colony,NA,NA
Lodhi Colony,28.586203,77.2268576
Tanga,-19.9160819,-175.2026424
Khurja,28.2059068,77.87571443846723
Maunpura,NA,NA
West Extension,40.5064028,-90.7401869
New Zealand,-41.5000831,172.8344077
Auckland,-36.852095,174.7631803
Mandwal Village,30.4902498,76.5349285
Raigar Pura,NA,NA
Keshav Puram,28.6889264,77.161683300000007
Pipla,21.0815978,79.1203694
Mianwali District,32,71.5
Peshawar City,34.0180307,71.5867657
Miani Village,37.4284538,47.7057976
Mohanpura,25.4272644,78.7935703
Noorpur,27.2263944,77.6472902
District Sargodha,32.166667,72.5
Chunmun,NA,NA
Kishan Ganj,25.3895897,76.2712526
Chyatta,NA,NA
Jhang Town,31.2528206,72.3545649
Panja Sahib Gurudwara,33.8203143,72.68910347279684
Begowal,31.6110204,75.5209241
Begowal Gartal,NA,NA
Batala,31.8193025,75.1999941
Pasrur,32.2638734,74.662699
Raunak,19.268293399999997,72.97438972573961
Tawi River,35.9043453,39.0915044
Canal Road,25.0567407,68.1555241
Said Mitha Bazaar,NA,NA
Bengali Market,28.6294655,77.2321852
Feroz Shah Kotla,28.63753095,77.24293445747605
Munirka,28.5568967,77.1750592
Southwest Delhi,28.58644805,76.97915298462692
Buddi Bazaar,13.0955074,80.2844317
Indraprastha,28.6206019,77.249551
Narang,34.801782,71.004456
Chakwal City,31.7492628,75.6671548
Chander Nagar,28.62608015,77.07634646494589
Jankapuri,27.8943928,78.086523139218
River Chenab,32.2608157,73.5539105
Ganganagar,23.7497214,91.87663495294915
Firozpur Cantonment,30.9234859,74.6121724
Temple Road,10.0361419,76.23978680782542
Burdwan Road,22.5222271,88.3273511
Jadavpur,22.4951079,88.3749813
Beri Wala Bagh,NA,NA
Bathuni,NA,NA
Roshanara Garden,24.722726,90.9466474
Magoki Village,39.773679200000004,64.4166577
Magoki,39.773679200000004,64.4166577
Lahore-Faisalabad Railway Line,31.6331786,74.2095996
Durgiana Mandir,31.6272297,74.8674073
Kashmir Mail,NA,NA
Paike Matham,NA,NA
Farooqabad,31.746892,73.8000538
Choorkana,31.7415429,73.8297152
Kapurthala District,31.25,75.25
Phagwara Railway Station,31.2200856,75.7687573
Mohan Mohalla,NA,NA
Putalo Road,NA,NA
Mata Sundari Road,28.6344596,77.23381787799369
Bhera Enclave,28.67163075,77.09129127545435
Bambawala,NA,NA
Shalimar Garden,31.5871883,74.3820998
Dalhousie,32.54357545,75.94484088677805
District Gujrat,32.583333,73.75
Patiala Jail,30.35883,76.376817
Karnal,29.6803266,76.9896254
Jangpura,28.5830409,77.2393165
North India,37.787747,-122.3992384
Nainital,29.2031392,79.4176945
Paranthe Wali Gali,43.688524,-79.7418745
Lahori Gate,28.65578895,77.23871982406355
Geneva,46.2017559,6.1466014
Jagraon,30.8041704,75.4753645
Austin,30.2711286,-97.7436995
Hirakud,21.54901785,83.89373126207971
Mahanadi,20.860055,84.149394
Virginia,37.1232245,-78.4927721
Gawalmandi,31.5723061,74.317643
Bara Hindu Rao Road,28.659803,77.2084411
Douglas Pura,NA,NA
Shahi Mohalla,32.4907022,74.54754015041433
Goel Market,33.726254749999995,73.057653327406
Minto Road,-34.0170851,150.859387
Rahon,47.3235763,6.5907933
Ram Nagar,30.1053613,75.2284581
Jor Bagh,28.5865979,77.212534
Green Park Extension,28.5607037,77.2036565
Hissar,42.504590050000004,24.700498502739556
Ram Gali,31.577128899999998,74.32741931886355
MUnited Kingdomeria,NA,NA
Lodhran Tehsil,NA,NA
Lodhran,29.5390395,71.6344196
Lodhran Junction,29.5390395,71.6344196
Dunyapur,29.802535,71.7419973
Marwar Station,25.66170825,73.68589450054307
Pusa Institute,28.640496,77.1741764
Tagore Garden,28.6437265,77.11282
Subhash Nagar,28.6404593,77.1051815
Pawar Khana,NA,NA
Mehma,-14.302976,16.2817787
Pawra Bazaar,NA,NA
Narela,28.8426096,77.0918354
Boobak,NA,NA
Bhagchand,NA,NA
Kalyan,19.2716301,73.23586552517415
Arya Samaj Temple,1.30985125,103.85514805
Baddomalhi,31.889771,74.5189872
Narowal District,32.1832204,74.7901613
Arya Samaj,26.2812152,73.03032379471948
Shalimar Bagh,34.14970725,74.87322601530605
Risalpur,34.0643513,71.9852312
Begum Road,31.5588528,74.311308
Rewa,24.75926685,81.65500021078341
Vindhya Pradesh,23.035,77.888
Kalka,30.80482365,76.92892778592639
San Antonio,29.4246002,-98.4951405
Michigan,43.6211955,-84.6824346
West Virginia,38.4758406,-80.8408415
Mughalpura Station,29.5116503,75.868003
Attari Station,31.6008513,74.6060595
Kyura,43.9924876,80.9059414
Kitas Raj,NA,NA
Khanewal District,30.26979485,71.91313379942967
Vyaas Station,NA,NA
Tees Hazari,NA,NA
Arunachal Pradesh,28.0937702,94.5921326
Cantt,30.3631656,68.6026298
Capitol Cinema,29.3900645,79.45504517262378
Bathinda,30.17911535,75.04710156312628
Muchaka Village,-9.6130229,28.2573968
Muchaka,-9.6130229,28.2573968
Subzi Mandi,28.63551235,77.32148223170245
Bucha Kalan,32.1899376,73.1492831
Teenmurti Marg,NA,NA
Diwan Street,36.1013152,104.4197188
